city,pm2_5,pm10,no2,so2,co,o3,nh3,temperature,humidity,wind_speed,month,aqi,aqi_category
delhi,118.61663446573512,285.3014513275032,26.29028681644126,42.48837924062501,2.6908862689854693,150.67821675807153,33.962446716236,20.028184212449304,62.899690871269456,17.97897861019166,3,169.5,Poor
mumbai,285.7071488588757,223.71661921076574,67.31860894851118,39.37618645511902,2.5450901108127986,139.969725091302,40.037388462377244,38.092410932352536,80.40742469749898,15.411235656459144,8,227.1,Very Poor
kolkata,222.27824312530748,137.62049418880454,105.38877112578695,4.000081132901983,9.071920347158263,107.49992174744746,13.27292704083245,44.90332649662609,77.01206973426193,8.645535778785884,7,152.7,Poor
chennai,183.6109604171406,329.2421074886405,89.20586193709954,28.617330554840194,2.5705073785101105,172.52801441402863,31.618830880742948,11.050910186528748,31.54249285203303,0.19393073369131653,3,173.2,Poor
bengaluru,55.245405728306594,280.1978455704741,97.75453200406672,31.65525826529685,2.792302288673447,44.08066763982848,29.015553174043685,41.40780530268262,31.19371023061054,14.887176657024417,6,115.6,Moderate
hyderabad,55.23841089749877,81.79443695105869,80.7600871717325,33.10817690995824,7.61804279793784,28.57491575263564,41.808688462625284,31.792068675953033,40.1130775808685,8.568779656867292,4,85.9,Satisfactory
ahmedabad,26.844247528777842,366.15233010766013,84.61180491955304,47.253444799731916,4.552424440260346,155.17353438242176,45.398265963581764,44.06839167076874,47.080604475577786,22.03824902131605,11,165.7,Poor
pune,261.19108227473123,332.5641523108042,102.65749993001172,43.62099864469652,7.7894345138562935,84.65546882773721,1.5956818023919537,26.275333113424967,50.63416860563619,0.7183879581145047,5,244.4,Very Poor
jaipur,184.32335340553055,380.92396705093114,33.71182101880638,49.41659723788868,0.7471249598874139,153.98470521520028,34.02697603388084,39.65857756999808,70.9772912625009,17.544834339173725,11,192.1,Poor
lucknow,215.34104756085318,295.7734131875768,61.283870818961155,61.660894400286004,4.9269548173665045,161.82533488322053,3.539954156866722,12.183792400939703,24.251032412437656,28.24422712518196,5,199.0,Poor
kanpur,15.969503345782709,253.09777445560016,30.439085809254255,65.4128876198553,0.4327746418144981,20.617790915242146,27.89407458879044,21.73476675274035,22.600452816954977,5.2322780133449855,7,108.8,Moderate
nagpur,291.2738571269783,178.93235379043517,118.5818209196144,58.01359994566656,0.7202667142080098,160.1890097076303,15.094003723140233,12.34557882129235,49.39329222079318,14.149484722517862,11,211.1,Very Poor
patna,251.4083658321223,374.43682367452504,113.56682406396052,76.5308482844849,9.073730788109668,86.21423941280177,16.03205337658492,44.137009671767466,72.28727691034854,2.742659754514145,5,267.7,Very Poor
indore,71.57834209670008,349.10427801015516,9.534083307378179,3.422141448756207,1.4785291740641922,96.77352313071948,18.294966669165472,38.59408675451429,34.50765072173619,18.770457367840578,11,144.7,Moderate
bhopal,62.729240490059176,37.183094640351975,86.14114483930418,17.270682883316596,5.370964754524649,116.52072688584575,31.443330003430894,39.83915974360897,68.11283609421888,16.515950417886767,3,67.0,Satisfactory
delhi,63.18730785749581,30.01945030895576,111.40355650280156,2.5899042482950856,4.1698464657469945,167.48504314411474,17.36844831776969,42.8287831001863,39.48711034552246,12.22096572638497,10,84.7,Satisfactory
mumbai,98.23025045826594,163.05607941365884,25.766164689643357,52.503027704059036,3.5386989299625426,13.249736053059884,36.90225347892374,12.978622014192487,86.45645816101373,15.641310644212236,5,113.4,Moderate
kolkata,162.17936517334897,328.0102656970965,70.31370151355239,72.04638281809898,9.008350122303998,91.0633896140289,20.821841893119615,23.49591573796667,87.17674581999624,26.897239754070306,7,195.8,Poor
chennai,135.26405540621357,395.1649291396789,110.2811542226248,20.991619132951342,0.3160516280773461,126.91274721319532,4.349306815187973,12.486221116540074,42.296540321099485,5.888829069332012,5,232.7,Very Poor
bengaluru,94.45645065743216,77.15841861934071,8.903787537366867,74.30869449411192,6.671517893138332,132.86018280869882,39.40423228172126,17.377758554251002,37.24953154724304,0.676935351160417,5,80.7,Satisfactory
hyderabad,187.43733946949004,245.76967183381134,85.2033307333866,6.700856442585747,9.63760489871415,127.73051336130835,15.002157905042594,18.027802196318532,50.847797904967344,25.84994654097303,9,168.7,Poor
ahmedabad,50.45321958909213,164.73852551978817,39.19513584784334,74.88601009083011,5.645665016272235,32.85397199938072,22.20557710036387,26.418752386665254,38.03986888851115,17.313512471637196,3,94.6,Satisfactory
pune,94.72194807521326,388.5674711695492,111.30556246830099,29.426569604691483,9.374542374127609,60.89725002318581,34.58675027787317,19.39967586087749,70.42878824687777,26.719753663855272,6,188.8,Poor
jaipur,116.24493455517059,340.0051907915693,116.6716981940173,9.910824619038888,0.6173530049316353,70.98163932089228,17.290351700286887,13.534233738621637,81.95485134112141,17.908356702395178,1,173.5,Poor
lucknow,142.26029542294043,338.5649077902324,113.5906462480449,39.8979972165334,4.246053858834197,146.75432530551586,3.7726971511890657,15.86218811829377,70.48190981834128,24.304832698791074,10,184.0,Poor
kanpur,237.70102880397394,198.1034007220887,59.534634915608336,22.02857228219962,2.6755621305243067,57.389178310474016,19.322131303627867,15.154644724323182,81.82628354370121,12.890200900654438,5,183.8,Poor
nagpur,67.90539682592433,177.63141088831276,104.13490486377104,24.22008635302998,7.335127553309225,45.81984385742454,47.27798055202087,44.05768792693044,49.77441216556056,22.495797938648064,8,96.1,Satisfactory
patna,159.12798713994738,123.89468733366837,102.12318083153309,25.96861726425035,9.814841195922742,172.76616323647636,32.44498546762935,36.57523774214658,31.723772803164564,27.39124400669568,5,129.4,Moderate
indore,181.8002249699923,41.4226887273523,41.6965544229744,64.63602003094775,2.6396476181980533,11.506758469289712,33.90247828469314,43.87165128443467,75.34632105481941,17.16368891166619,9,100.2,Moderate
bhopal,23.47061968879934,348.59450297692024,100.3252795273279,44.05457958066985,6.576328554593337,179.6295454659363,31.981825528244354,25.3909170277768,47.035587885616536,5.423554516871386,11,139.4,Moderate
delhi,186.18800705141712,328.9023834694295,9.25587799228165,26.282000534168283,2.0611665643214274,125.05962080575725,10.750614809012403,19.74289685819298,70.34531189218494,8.063928450905944,6,199.1,Poor
mumbai,59.451995869314544,399.8927158487296,73.5710360254361,49.60603509825163,5.696769520258938,150.83978090634992,21.498359341011728,37.94026190232154,40.298295648632426,5.959337306922174,8,168.4,Poor
kolkata,28.86496196573106,398.72199808808404,31.45101628808585,57.8597525894091,4.692931618214528,60.085297378852836,37.796050119802594,21.418887131440137,26.09222261050045,7.405710827871987,10,140.7,Moderate
chennai,285.17680580346666,231.06404812899842,18.865191864387064,23.264672057215634,9.722852763352217,12.433597203400197,5.967271980104798,20.478418079687188,94.44363466158225,9.19246348053109,8,213.2,Very Poor
bengaluru,290.03328959162224,312.215217768594,13.849618187359052,34.25682991897742,6.124419999695019,135.4378181554601,14.614786028395901,18.137709727274093,31.715113094794944,16.654013602595654,3,264.1,Very Poor
hyderabad,244.43523095377373,379.01097735532267,85.07320922598608,11.507115280281909,3.5601130836595063,151.80458149011488,14.539636314826828,14.538764237848238,94.13157454726108,17.639748883914983,7,250.3,Very Poor
ahmedabad,98.3379930602775,342.86600845741634,44.0856208333276,16.129649263705065,1.2295482703905405,135.88094243209827,22.168927452130795,18.976207135586808,93.29599494248355,12.794992417255834,7,178.4,Poor
pune,38.32491306185132,113.9922786624151,88.34817872580757,55.12719260926866,1.5973436044758522,34.284548841142566,49.03806830616707,22.43619119658607,79.53635779310298,18.462623394625062,10,54.4,Satisfactory
jaipur,208.4275776885255,191.20677141783554,12.515979191878372,16.1521911202589,2.3306376065172274,138.08274678368474,4.307624787507275,33.589797285100566,69.45672215614982,2.4472477683409775,12,173.1,Poor
lucknow,137.64422318448436,69.0805777575681,41.25838885052019,42.96274392603069,2.5845699472689505,140.71687295829898,26.416348724649158,12.189769477680805,63.33552876883135,2.633647111744799,6,86.9,Satisfactory
kanpur,45.39108810498586,382.5393903583145,67.04149862316379,57.30560841434975,8.521098972627264,121.95188766390933,9.788869418598312,17.367742888287005,84.9576159033376,5.154883810729753,12,142.0,Moderate
nagpur,153.60130393226837,250.34636109133442,95.93316395648081,10.33640000139002,5.656105603996997,140.23970857524967,48.56315072507746,38.31582741020867,41.7079641214616,15.542324941210342,7,160.6,Poor
patna,19.972671123413335,106.88426609131584,41.65653783718804,46.250353131054474,5.281570022606227,153.80664474521447,6.551871731645746,15.142267325431977,55.07609093636578,6.419840360949407,2,43.5,Good
indore,273.7029166028468,275.2462600742256,76.97750829025604,22.011897128706373,1.236211831505253,114.31269942036793,20.77644911571797,21.992580128288253,66.45424770248763,8.49853210477732,9,225.0,Very Poor
bhopal,85.0461946640049,254.88873137400043,106.88744104716152,77.10829626853122,8.615382964159407,25.062801374845442,37.156364256895706,40.263062265034904,50.83928569021183,12.009385085189821,10,157.1,Poor
delhi,202.13146246265478,156.1018328524794,75.82426664096502,39.716560444154126,7.255861601763988,92.89672764342585,35.52316697334482,15.422385890020493,52.0614840567701,24.355983720311396,10,161.9,Poor
mumbai,100.39621206592918,63.151885035859024,31.790339596667884,64.86741888246233,0.7699167828100156,23.20038689417286,21.71370320780268,12.895789246636646,44.77135006265633,0.41586407738580355,1,80.5,Satisfactory
kolkata,160.81972614156513,275.19781432526383,7.806089879001872,44.91767028818842,7.10756746257471,79.28231527551324,17.979684229683194,26.95882982780038,62.3173862513402,19.481364607098673,1,159.5,Poor
chennai,168.5459810095511,217.71692634344146,105.06137049860693,5.386177562675895,5.481028351692196,79.2081031513567,20.483006549090657,20.584682894748774,83.7930896011337,20.06629593122056,3,178.5,Poor
bengaluru,63.60779210240284,313.48098885954295,7.445982247794521,51.385807296333745,0.9090809228931047,21.221673503841068,13.949536894773324,29.719292756934895,35.11462835047347,23.959673410699097,3,134.9,Moderate
hyderabad,291.17954205172197,217.66213042255748,105.59069235868293,76.20946069211925,4.637176351133699,69.29949077481149,11.06131399663319,38.13317116692163,90.0824779065081,27.982588171809397,1,225.9,Very Poor
ahmedabad,234.78851877472323,343.82897012104524,65.82777041312937,48.925721971413836,4.898493242587465,28.86967679452352,24.66894518038561,14.80019708534601,71.68157403111722,0.6041354684786948,12,209.1,Very Poor
pune,282.45469305361485,229.7245987343045,112.99278532898306,65.89673103528963,1.7411679476164301,147.39998570156777,14.15815404731276,30.324467959399975,81.74549095100227,4.613511165396486,7,233.6,Very Poor
jaipur,269.49993162401813,233.1564291834468,96.86007211397153,70.96810414117581,9.462411655302795,171.10696441396004,15.085621579965256,27.69280661364524,61.714301947250874,26.58513882167979,4,231.4,Very Poor
lucknow,183.3909938552147,353.1283690101711,119.76242271133381,19.790222212016733,8.514756177658553,22.293800793849563,33.181047110253296,15.042757510461986,78.46375260680476,13.755556865610462,10,201.9,Very Poor
kanpur,277.3435281567039,173.32348916071086,45.33185877694667,18.539497512841677,6.7233211395581725,172.36958523958924,48.45832925329472,31.839946993514385,21.21502980046004,16.937719168003905,2,194.0,Poor
nagpur,35.66282559505665,70.92578681124348,93.2266532270796,49.65651713037735,4.676726053906011,98.83802188724668,30.57822282740938,19.577414625127005,81.37853185846514,19.89081611169442,10,63.6,Satisfactory
patna,66.8350301015521,30.93741699906881,51.22205506506285,34.060220644922964,4.176478861686634,60.92616525215856,4.771993886183347,27.074201149040437,23.010414431402488,20.37199813486912,5,28.5,Good
indore,23.11591378405604,306.9521571559752,60.18569633494952,67.50918162360419,6.544637324794446,23.066552796947796,4.703597078849282,12.879531349697166,86.74350322721469,27.952212099495245,6,106.3,Moderate
bhopal,104.34579592134666,255.71762951431657,77.16312827011257,72.20180362504487,5.499775507128364,95.10612557197103,47.619737821432736,26.085442002476807,94.39720604289825,29.908482522350088,9,149.7,Moderate
delhi,122.71641400994979,287.5503118777049,105.47286813142895,29.566867585612012,0.7165037482306675,145.06764256342728,15.567248725059347,20.72622138149871,42.055059663258334,21.604723827928208,4,181.5,Poor
mumbai,88.69121921442981,100.92638137338608,118.16959895791894,20.4759036000096,5.173776222826284,130.20470113533867,5.511282318041296,38.7833423914874,35.773891721434524,8.616636276154525,2,126.2,Moderate
kolkata,250.3338776540595,71.82116072297251,93.3514425944196,62.88099018902122,8.083395810605111,18.538421948875538,30.353184770368696,11.994255444907889,77.40225228935304,26.392572068830308,5,193.2,Poor
chennai,113.45846474114089,25.52697295379513,53.04317994924338,23.434870772754614,4.6464747882098845,22.393312012543596,31.55879013622304,24.65125462214155,38.97697556901899,1.4766274362228482,3,75.7,Satisfactory
bengaluru,91.47100780934042,153.22327234650686,53.45605526186307,66.16391684406692,0.6143701177872573,78.4884580475483,32.77673618581572,26.04509984460033,84.91717873791526,6.932425586234886,2,95.8,Satisfactory
hyderabad,167.38186411589206,244.16872100476058,89.82196468272252,35.0515837846035,7.884154173901927,60.19938398815036,14.102699365019523,35.37521267046915,27.713194411810754,26.921571523911446,12,186.0,Poor
ahmedabad,50.86802524268117,169.05273713789828,32.45937176335477,54.0688921447347,2.0935014431461467,49.50533491952813,1.7404235265092767,30.100065128157386,29.44663972845187,7.6857454331806485,1,75.6,Satisfactory
pune,242.6371244186715,186.24047036901703,17.704523010110385,9.451754479104117,2.660346265391584,57.77076481448131,48.28575310326912,33.352431801796335,93.43636663254617,6.619531788652454,10,168.9,Poor
jaipur,31.61968666713354,363.5803039076244,45.7815481286893,50.6610273247727,1.7305928989797295,146.5920663604704,13.293759238864022,37.196724997811465,70.53791737025034,4.143758794207417,2,129.7,Moderate
lucknow,296.19721161415004,152.33707746885412,38.0324840402194,37.23787894150387,3.369129142227826,167.96876911741515,34.12528811457483,40.177104078036606,83.51654183217147,25.773352729407495,6,194.9,Poor
kanpur,233.95098309603065,215.3160058807281,39.07543385243886,47.75546012768698,7.591839906317487,78.8674580696863,35.62486362405677,20.985642385286468,44.324703301363854,15.001747775732602,8,196.0,Poor
nagpur,67.62754764491,317.7881448416344,31.86489137073964,15.105108204099347,5.24192000908898,164.0388703625245,30.8903634368948,28.830794687736603,70.73628121404533,20.246796091624645,3,125.6,Moderate
patna,11.601413965844696,170.68625728208266,9.840716808181616,59.47615210564621,2.1283246140920546,64.65426921213992,16.332462316468764,39.403782745372,64.56813704814479,7.17199152225089,11,62.7,Satisfactory
indore,246.48381425190192,256.3929460865919,7.055502494342588,69.29817204837182,8.790517773705204,90.99428767844458,14.283716434439222,44.63078958377697,65.23625900922102,22.741212630336495,9,228.6,Very Poor
bhopal,214.98862971580897,347.69820932376314,118.58807481964362,18.9057044070805,8.807860364020138,48.42492962871995,30.285745852432452,41.13317588653171,71.18993446532912,22.800166348862955,12,232.4,Very Poor
delhi,221.4120787318863,380.817836989904,54.19391037962417,9.465735330572615,8.718726407955469,118.88092716989348,43.43868604697288,23.00135419185319,63.15193798468239,9.377940747249005,9,256.3,Very Poor
mumbai,233.66840053892426,75.88792275303442,49.197564423363396,3.843809711614239,2.464082492677239,176.4267895797175,47.38995271724638,16.830828102652767,52.179677697699944,12.320478990308485,2,165.2,Poor
kolkata,31.472949002886203,372.10329756136787,83.15943750970303,52.073777034574746,4.567269507391782,112.59382632737437,6.189384415784124,27.128738809230605,40.69420207854101,6.290708322906026,8,151.3,Poor
chennai,113.95506127783905,207.0041913702245,30.09919710448238,49.3533348149249,9.851397595794664,70.82839429930331,8.586602017288273,35.95745081426148,77.64359981849015,29.296830699687128,10,120.7,Moderate
bengaluru,43.60202726228762,118.13286755360417,114.24553615427591,44.64239819169746,7.742923515468904,120.12896581838983,47.292076680370904,27.239917476365417,36.970432250238964,19.368077311752348,11,92.2,Satisfactory
hyderabad,260.2999935039221,194.47158737053928,95.42967665778849,20.091873497046084,0.36895747013304225,30.896515339115886,37.090226188404834,26.911330215978396,71.92657296158106,28.036316421465465,12,200.1,Very Poor
ahmedabad,190.7564567799918,392.4123786084813,15.282265265909844,32.49066768063014,0.7455254534788713,161.07204364511776,44.26669741665888,39.33806473786302,37.499961698699494,9.101566308873995,5,217.0,Very Poor
pune,105.96042720726827,207.19487571729044,53.021789215266764,48.369154144521495,4.692920630442094,95.52427163257218,10.928999072631814,22.649132267351522,66.89976274658405,23.456727389906693,4,130.5,Moderate
jaipur,28.431921582946853,144.92561190925312,106.09860536964894,40.74781499101521,9.101280038029445,86.38945614673915,29.79170768436069,40.0928136184076,76.03087003467718,22.97575931654226,10,75.6,Satisfactory
lucknow,100.18487329754204,260.69232464035576,113.64418256351219,79.0472705767612,5.433147799731871,109.59701403709826,35.35584012645621,24.238168033310323,36.40354166799044,20.749669555996245,5,138.5,Moderate
kanpur,104.30316338775664,111.25533513571337,58.75117379373502,12.642300699425185,5.028343829539473,116.21325667419842,34.32548238690166,21.488158698741877,24.49574756459812,28.969169258004012,4,72.1,Satisfactory
nagpur,221.5857917180386,48.82806468129229,75.54230975923139,56.22127521571232,1.1441896295706429,22.201887058507214,20.999432852468207,25.889646891989464,29.823030724563054,11.806660083189467,8,154.0,Poor
patna,194.8916666930118,68.9742943260467,24.20890380058865,33.536863912134784,6.602123036770511,126.04492760797841,1.7543496928741154,36.685643553620395,65.44977254532691,3.9215197076927186,4,132.0,Moderate
indore,267.2916953471347,68.65741880395353,118.9843920057523,35.39956996419795,8.238821289942232,51.12838565364003,29.56337678340889,14.410070975239801,83.70848046693015,20.15126577732182,10,148.1,Moderate
bhopal,146.9423282969653,77.72302353467185,31.64224565909599,57.97262572133775,3.866158074324867,131.37194752612027,13.401975419800829,16.874672555520608,23.374761592656828,21.879294014316184,12,93.2,Satisfactory
delhi,44.682331322107494,72.75432560677585,113.41415402553945,56.010019803300835,7.778557324160742,149.83091504531345,23.062458061001628,43.30056889820822,75.06134442812348,17.25181720376444,6,66.7,Satisfactory
mumbai,216.84098829466856,263.5324030252216,79.70936463412237,79.31796750877069,9.648318873618035,146.67294628392844,47.921469739107046,16.142206958347508,45.59889844625391,6.204536794001888,2,210.0,Very Poor
kolkata,230.62766409890025,89.11443207167504,74.8897314110688,12.014754577421769,2.1172879453641222,103.92516445934115,20.5527305644793,29.87045612758691,55.88962774396419,15.133678250080662,5,131.1,Moderate
chennai,172.7703872951539,151.35356766306802,63.95917876689849,10.120552651964974,5.280963348827939,98.4288816928277,42.150278726556905,30.276006333167825,89.66446623841742,9.365692097073882,6,140.6,Moderate
bengaluru,233.58048218682268,360.7795957642845,31.52702834754225,58.49842773604181,2.942665785037298,34.288913427699995,10.238489681713306,27.136856171758566,44.89786285518841,12.823995845000672,5,240.8,Very Poor
hyderabad,153.2007229456733,200.1054232998915,25.30072368063345,47.11417952649991,7.9492587484350095,141.80884556853306,33.950564403226416,32.56608370018865,54.900270045461454,19.356557275339917,12,137.5,Moderate
ahmedabad,161.59252052077827,273.67194063799036,30.355914043070165,23.384531991664858,5.818174322223459,56.13959467594144,48.87334076750823,18.043935402916645,21.026181107051084,22.356442280725037,2,172.5,Poor
pune,133.9868953239794,85.48155105661934,26.44040014658927,8.194710781140955,6.382365933748007,94.43822187905091,5.992761942773903,29.34317937218619,26.11990400036288,6.9667407270402935,7,89.7,Satisfactory
jaipur,17.371546755787605,93.06982714729489,94.65221446017664,8.681343468521582,7.999350180197351,58.32659579767784,1.4076771691324086,23.0260639336414,39.394369335108806,12.1597608194086,4,64.9,Satisfactory
lucknow,41.28851382805829,35.530074181261966,45.264404804173964,71.74688822380122,4.020107679358303,32.75082170994783,22.2455568389981,33.15835408702162,22.08891806158058,8.074847129748875,8,29.7,Good
kanpur,19.114463849152934,84.19532396742252,11.651907804790582,16.965651328061945,9.159391677229728,117.02480847159522,5.538648669516992,14.942824018060232,67.35314945361883,5.9589484158560735,7,20.3,Good
nagpur,194.5590192664963,125.86432883214428,116.4468024661933,27.22298184501062,5.376985785736785,19.23644591989365,37.670833134135336,29.980709589381668,51.97987676012169,23.501616599875153,7,154.3,Poor
patna,101.16323451213474,87.2639840251638,106.63537677079395,19.679199373705064,1.6637527460699455,137.26968980145398,45.81288452857939,16.48446243841633,61.11089020460165,27.277580833109774,9,72.2,Satisfactory
indore,157.4855004377638,53.70696282768113,111.6915125674495,29.68971185489111,6.989401269871144,63.98975519438983,22.267027662729184,19.752507209026273,33.098538942224714,11.106965570537302,1,81.5,Satisfactory
bhopal,273.194277438567,65.8416310182283,119.41439960434006,7.415059734195283,7.953287369338718,10.022897810762505,13.676870465616608,17.65484301132541,42.19490220774621,22.538367731213008,10,190.9,Poor
delhi,82.29474645317373,195.0959318524358,24.997953660241038,42.48666369084509,3.235940602968514,96.89195367032907,22.28576263132388,16.3993222954086,69.78683561395438,26.90985868093233,6,90.8,Satisfactory
mumbai,129.01104768033264,98.40681299420115,50.567832173805755,7.273779960192762,8.586074644287654,17.964824449692532,36.448943074650046,38.899883304623344,92.39770427227998,25.383726315906948,6,82.0,Satisfactory
kolkata,229.10983017748413,158.4225471982687,92.1974247059705,64.4278076101442,9.070818222181087,56.94882482955291,1.443653917438178,19.999764868131162,23.78125802016569,5.484401656176777,6,167.0,Poor
chennai,76.35146799257052,211.2985629248456,85.0423710761861,20.229542389013776,2.8413544250403087,130.18600286747176,29.883245484750162,42.44933236525573,86.77882406414496,28.688756445400838,12,102.5,Moderate
bengaluru,32.324173850349965,282.35003487915884,22.698029229083332,44.12092933915183,9.836862579880698,20.657235675717196,31.051292559481574,43.94742838708168,63.266090098340634,11.300293212883874,6,104.3,Moderate
hyderabad,94.02792134499273,34.938613139617594,98.82080937392105,70.64616882979374,1.4930441276827084,152.6875437005204,32.24672409790084,29.994116447798408,62.29396750667178,10.17721983521509,12,59.4,Satisfactory
ahmedabad,56.75417330366128,323.7759515854362,30.810665761215976,52.768434785681144,2.099955117184651,10.649386851959129,12.859081919062984,15.005039293300424,57.520890140582026,1.87293981833341,10,140.2,Moderate
pune,279.6123191793462,258.60214800654495,30.739025704601655,43.57070735100415,1.9238259084564588,51.96005776432338,35.988583445528214,23.109188518285343,25.204556442813754,14.58520962314649,7,233.9,Very Poor
jaipur,244.3549100736809,51.068432140571325,66.75205863274256,27.298032742999297,8.950498129077918,135.95368954585214,5.478182830257044,37.92062921718749,26.74076388021205,3.270408469227861,10,129.8,Moderate
lucknow,193.6870893880228,351.95987716057533,73.18809250679587,27.974149218539438,6.577496268017122,63.765925453982156,10.76424648687324,22.858675504397468,65.06840042443146,7.4561946278227795,6,205.5,Very Poor
kanpur,262.7235711544381,369.93151220208904,71.70991390134829,54.21998250545883,1.6058324039005016,27.3217059712223,43.996032286069614,13.045602640597606,45.57189285766687,9.508278653018442,1,248.0,Very Poor
nagpur,243.0649023007432,43.20962474484823,15.52098630074181,79.54287017525107,4.459201841846655,71.23976619607274,37.19743438560175,29.487471882486577,88.79510499332605,24.26478970475052,3,138.3,Moderate
patna,64.1053170769504,125.21350629593742,105.90799920249374,53.62345680825153,6.1914504481910395,55.96685868536934,1.6735321465559174,39.57922980236121,50.49429030196042,26.264659511876896,2,104.4,Moderate
